CA,Year,Month,Time_ID,Crime_Category,Crime_Count,Crime_Rate
1,2017,1,2017-01,Violent Crimes,74,1.3348509747117894
1,2017,2,2017-02,Drug-Related Crimes,4,0.0721541067411778
1,2017,2,2017-02,Financial Crimes,31,0.559194327244128
1,2017,2,2017-02,Other Crimes,14,0.2525393735941223
1,2017,2,2017-02,Property Crimes,145,2.6155863693676955
1,2017,2,2017-02,Public Order Crimes,4,0.0721541067411778
1,2017,2,2017-02,Sex-Related Crimes,9,0.16234674016765005
1,2017,2,2017-02,Violent Crimes,89,1.6054288749912062
1,2017,3,2017-03,Drug-Related Crimes,9,0.16234674016765005
1,2017,3,2017-03,Financial Crimes,15,0.27057790027941675
1,2017,3,2017-03,Other Crimes,17,0.30665495365000567
1,2017,3,2017-03,Property Crimes,162,2.922241323017701
1,2017,3,2017-03,Public Order Crimes,5,0.09019263342647225
1,2017,3,2017-03,Sex-Related Crimes,9,0.16234674016765005
1,2017,3,2017-03,Violent Crimes,76,1.3709280280823783
1,2017,4,2017-04,Drug-Related Crimes,9,0.16234674016765005
1,2017,4,2017-04,Financial Crimes,28,0.5050787471882446
1,2017,4,2017-04,Other Crimes,26,0.4690016938176558
1,2017,4,2017-04,Property Crimes,156,2.814010162905934
1,2017,4,2017-04,Public Order Crimes,5,0.09019263342647225
1,2017,4,2017-04,Sex-Related Crimes,8,0.1443082134823556
1,2017,4,2017-04,Violent Crimes,105,1.8940453019559174
1,2017,5,2017-05,Drug-Related Crimes,5,0.09019263342647225
1,2017,5,2017-05,Financial Crimes,29,0.5231172738735391
1,2017,5,2017-05,Other Crimes,27,0.4870402205029502
1,2017,5,2017-05,Property Crimes,212,3.8241676572824232
1,2017,5,2017-05,Public Order Crimes,4,0.0721541067411778
1,2017,5,2017-05,Sex-Related Crimes,6,0.1082311601117667
1,2017,5,2017-05,Violent Crimes,88,1.5873903483059117
1,2017,6,2017-06,Drug-Related Crimes,4,0.0721541067411778
1,2017,6,2017-06,Financial Crimes,16,0.2886164269647112
1,2017,6,2017-06,Other Crimes,24,0.43292464044706686
1,2017,6,2017-06,Property Crimes,202,3.6437823904294793
1,2017,6,2017-06,Public Order Crimes,4,0.07215410674117781
1,2017,6,2017-06,Sex-Related Crimes,6,0.1082311601117667
1,2017,6,2017-06,Violent Crimes,95,1.713660035102973
1,2017,7,2017-07,Drug-Related Crimes,6,0.10823116011176671
1,2017,7,2017-07,Financial Crimes,23,0.4148861137617724
1,2017,7,2017-07,Other Crimes,17,0.30665495365000567
1,2017,7,2017-07,Property Crimes,237,4.275130824414785
1,2017,7,2017-07,Public Order Crimes,9,0.16234674016765005
1,2017,7,2017-07,Sex-Related Crimes,7,0.12626968679706116
1,2017,7,2017-07,Violent Crimes,116,2.092469095494156
1,2017,8,2017-08,Drug-Related Crimes,8,0.14430821348235562
1,2017,8,2017-08,Financial Crimes,25,0.4509631671323613
1,2017,8,2017-08,Other Crimes,20,0.36077053370588896
1,2017,8,2017-08,Property Crimes,223,4.022591450820663
1,2017,8,2017-08,Public Order Crimes,5,0.09019263342647225
1,2017,8,2017-08,Sex-Related Crimes,10,0.1803852668529445
1,2017,8,2017-08,Violent Crimes,96,1.7316985617882674
1,2017,9,2017-09,Drug-Related Crimes,2,0.0360770533705889
1,2017,9,2017-09,Financial Crimes,25,0.4509631671323613
1,2017,9,2017-09,Other Crimes,15,0.27057790027941675
1,2017,9,2017-09,Property Crimes,199,3.589666810373596
1,2017,9,2017-09,Public Order Crimes,6,0.1082311601117667
1,2017,9,2017-09,Sex-Related Crimes,3,0.05411558005588335
1,2017,9,2017-09,Violent Crimes,108,1.9481608820118008
1,2017,10,2017-10,Drug-Related Crimes,10,0.1803852668529445
1,2017,10,2017-10,Financial Crimes,18,0.3246934803353001
1,2017,10,2017-10,Other Crimes,17,0.30665495365000567
1,2017,10,2017-10,Property Crimes,240,4.329246404470668
1,2017,10,2017-10,Public Order Crimes,6,0.10823116011176671
1,2017,10,2017-10,Sex-Related Crimes,10,0.18038526685294448
1,2017,10,2017-10,Violent Crimes,107,1.9301223553265061
1,2017,11,2017-11,Drug-Related Crimes,6,0.10823116011176671
1,2017,11,2017-11,Financial Crimes,23,0.4148861137617724
1,2017,11,2017-11,Other Crimes,17,0.30665495365000567
1,2017,11,2017-11,Property Crimes,199,3.589666810373596
1,2017,11,2017-11,Public Order Crimes,5,0.09019263342647225
1,2017,11,2017-11,Sex-Related Crimes,7,0.12626968679706116
1,2017,11,2017-11,Violent Crimes,109,1.9661994086970953
1,2017,12,2017-12,Drug-Related Crimes,2,0.0360770533705889
1,2017,12,2017-12,Financial Crimes,24,0.43292464044706686
1,2017,12,2017-12,Other Crimes,13,0.2345008469088279
1,2017,12,2017-12,Property Crimes,148,2.6697019494235787
1,2017,12,2017-12,Public Order Crimes,8,0.14430821348235562
1,2017,12,2017-12,Sex-Related Crimes,11,0.19842379353823897
1,2017,12,2017-12,Violent Crimes,86,1.5513132949353228
1,2018,1,2018-01,Drug-Related Crimes,6,0.10810693938443909
1,2018,1,2018-01,Financial Crimes,22,0.3963921110762767
1,2018,1,2018-01,Other Crimes,18,0.3243208181533173
1,2018,1,2018-01,Property Crimes,133,2.3963704896884
1,2018,1,2018-01,Public Order Crimes,5,0.09008911615369924
1,2018,1,2018-01,Sex-Related Crimes,10,0.1801782323073985
1,2018,1,2018-01,Violent Crimes,90,1.6216040907665865
1,2018,2,2018-02,Drug-Related Crimes,2,0.03603564646147969
1,2018,2,2018-02,Financial Crimes,13,0.234231701999618
1,2018,2,2018-02,Other Crimes,13,0.234231701999618
1,2018,2,2018-02,Property Crimes,109,1.9639427321506435
1,2018,2,2018-02,Public Order Crimes,5,0.09008911615369924
1,2018,2,2018-02,Sex-Related Crimes,10,0.1801782323073985
1,2018,2,2018-02,Violent Crimes,98,1.7657466766125052
1,2018,3,2018-03,Drug-Related Crimes,3,0.054053469692219545
1,2018,3,2018-03,Financial Crimes,21,0.3783742878455368
1,2018,3,2018-03,Other Crimes,18,0.3243208181533173
1,2018,3,2018-03,Property Crimes,160,2.882851716918376
1,2018,3,2018-03,Public Order Crimes,3,0.054053469692219545
1,2018,3,2018-03,Sex-Related Crimes,7,0.12612476261517894
1,2018,3,2018-03,Violent Crimes,102,1.8378179695354642
1,2018,4,2018-04,Drug-Related Crimes,7,0.12612476261517894
1,2018,4,2018-04,Financial Crimes,22,0.3963921110762767
1,2018,4,2018-04,Non-Criminal,1,0.018017823230739846
1,2018,4,2018-04,Other Crimes,13,0.234231701999618
1,2018,4,2018-04,Property Crimes,118,2.1261031412273024
1,2018,4,2018-04,Public Order Crimes,6,0.10810693938443908
1,2018,4,2018-04,Sex-Related Crimes,11,0.19819605553813832
1,2018,4,2018-04,Violent Crimes,86,1.549532797843627
1,2018,5,2018-05,Drug-Related Crimes,2,0.03603564646147969
1,2018,5,2018-05,Financial Crimes,21,0.3783742878455368
1,2018,5,2018-05,Other Crimes,19,0.3423386413840571
1,2018,5,2018-05,Property Crimes,174,3.1351012421487336
1,2018,5,2018-05,Public Order Crimes,5,0.09008911615369923
1,2018,5,2018-05,Sex-Related Crimes,6,0.10810693938443908
1,2018,5,2018-05,Violent Crimes,84,1.5134971513821471
1,2018,6,2018-06,Drug-Related Crimes,8,0.14414258584591877
1,2018,6,2018-06,Financial Crimes,23,0.4144099343070165
1,2018,6,2018-06,Other Crimes,22,0.3963921110762767
1,2018,6,2018-06,Property Crimes,173,3.117083418917994
1,2018,6,2018-06,Public Order Crimes,10,0.18017823230739846
1,2018,6,2018-06,Sex-Related Crimes,9,0.16216040907665863
1,2018,6,2018-06,Violent Crimes,99,1.783764499843245
1,2018,7,2018-07,Drug-Related Crimes,9,0.16216040907665866
1,2018,7,2018-07,Financial Crimes,20,0.360356464614797
1,2018,7,2018-07,Other Crimes,20,0.360356464614797
1,2018,7,2018-07,Property Crimes,208,3.747707231993888
1,2018,7,2018-07,Public Order Crimes,6,0.10810693938443909
1,2018,7,2018-07,Sex-Related Crimes,5,0.09008911615369923
1,2018,7,2018-07,Violent Crimes,132,2.3783526664576597
1,2018,8,2018-08,Drug-Related Crimes,13,0.234231701999618
1,2018,8,2018-08,Financial Crimes,28,0.5044990504607157
1,2018,8,2018-08,Other Crimes,17,0.3063029949225774
1,2018,8,2018-08,Property Crimes,233,4.198152812762384
1,2018,8,2018-08,Public Order Crimes,5,0.09008911615369923
1,2018,8,2018-08,Sex-Related Crimes,10,0.1801782323073985
1,2018,8,2018-08,Violent Crimes,98,1.7657466766125052
1,2018,9,2018-09,Drug-Related Crimes,4,0.07207129292295938
1,2018,9,2018-09,Financial Crimes,13,0.234231701999618
1,2018,9,2018-09,Other Crimes,20,0.360356464614797
1,2018,9,2018-09,Property Crimes,195,3.5134755299942704
1,2018,9,2018-09,Public Order Crimes,3,0.05405346969221954
1,2018,9,2018-09,Sex-Related Crimes,11,0.19819605553813835
1,2018,9,2018-09,Violent Crimes,106,1.909889262458424
1,2018,10,2018-10,Drug-Related Crimes,7,0.12612476261517894
1,2018,10,2018-10,Financial Crimes,20,0.360356464614797
1,2018,10,2018-10,Other Crimes,21,0.3783742878455368
1,2018,10,2018-10,Property Crimes,175,3.153119065379473
1,2018,10,2018-10,Public Order Crimes,4,0.07207129292295938
1,2018,10,2018-10,Sex-Related Crimes,14,0.2522495252303579
1,2018,10,2018-10,Violent Crimes,114,2.0540318483043425
1,2018,11,2018-11,Drug-Related Crimes,3,0.054053469692219545
1,2018,11,2018-11,Financial Crimes,23,0.4144099343070165
1,2018,11,2018-11,Other Crimes,18,0.3243208181533173
1,2018,11,2018-11,Property Crimes,142,2.5585308987650586
1,2018,11,2018-11,Public Order Crimes,2,0.03603564646147969
1,2018,11,2018-11,Sex-Related Crimes,6,0.10810693938443908
1,2018,11,2018-11,Violent Crimes,85,1.531514974612887
1,2018,12,2018-12,Drug-Related Crimes,4,0.07207129292295938
1,2018,12,2018-12,Financial Crimes,21,0.3783742878455368
1,2018,12,2018-12,Other Crimes,14,0.2522495252303579
1,2018,12,2018-12,Property Crimes,163,2.9369051866105953
1,2018,12,2018-12,Public Order Crimes,7,0.12612476261517894
1,2018,12,2018-12,Sex-Related Crimes,6,0.10810693938443908
1,2018,12,2018-12,Violent Crimes,80,1.441425858459188
1,2019,1,2019-01,Drug-Related Crimes,7,0.1259801707211285
1,2019,1,2019-01,Financial Crimes,21,0.3779405121633855
1,2019,1,2019-01,Other Crimes,25,0.44992918114688746
1,2019,1,2019-01,Property Crimes,141,2.5376005816684453
1,2019,1,2019-01,Public Order Crimes,1,0.0179971672458755
1,2019,1,2019-01,Sex-Related Crimes,5,0.08998583622937749
1,2019,1,2019-01,Violent Crimes,92,1.6557393866205459
1,2019,2,2019-02,Drug-Related Crimes,7,0.1259801707211285
1,2019,2,2019-02,Financial Crimes,22,0.39593767940926095
1,2019,2,2019-02,Other Crimes,26,0.467926348392763
1,2019,2,2019-02,Property Crimes,150,2.699575086881325
1,2019,2,2019-02,Public Order Crimes,4,0.071988668983502
1,2019,2,2019-02,Sex-Related Crimes,5,0.08998583622937749
1,2019,2,2019-02,Violent Crimes,73,1.3137932089489113
1,2019,3,2019-03,Drug-Related Crimes,6,0.10798300347525298
1,2019,3,2019-03,Financial Crimes,30,0.539915017376265
1,2019,3,2019-03,Other Crimes,21,0.3779405121633855
1,2019,3,2019-03,Property Crimes,151,2.7175722541272003
1,2019,3,2019-03,Public Order Crimes,4,0.071988668983502
1,2019,3,2019-03,Sex-Related Crimes,11,0.19796883970463047
1,2019,3,2019-03,Violent Crimes,89,1.6017478848829194
1,2019,4,2019-04,Drug-Related Crimes,5,0.08998583622937749
1,2019,4,2019-04,Financial Crimes,17,0.3059518431798835
1,2019,4,2019-04,Other Crimes,17,0.3059518431798835
1,2019,4,2019-04,Property Crimes,137,2.465611912684943
1,2019,4,2019-04,Public Order Crimes,6,0.10798300347525298
1,2019,4,2019-04,Sex-Related Crimes,8,0.143977337967004
1,2019,4,2019-04,Violent Crimes,72,1.2957960417030359
1,2019,5,2019-05,Drug-Related Crimes,3,0.05399150173762649
1,2019,5,2019-05,Financial Crimes,17,0.3059518431798835
1,2019,5,2019-05,Other Crimes,22,0.39593767940926095
1,2019,5,2019-05,Property Crimes,223,4.013368295830237
1,2019,5,2019-05,Public Order Crimes,2,0.035994334491751
1,2019,5,2019-05,Sex-Related Crimes,11,0.19796883970463047
1,2019,5,2019-05,Violent Crimes,121,2.1776572367509353
1,2019,6,2019-06,Drug-Related Crimes,4,0.071988668983502
1,2019,6,2019-06,Financial Crimes,25,0.44992918114688746
1,2019,6,2019-06,Other Crimes,20,0.35994334491750996
1,2019,6,2019-06,Property Crimes,176,3.167501435274088
1,2019,6,2019-06,Public Order Crimes,6,0.10798300347525298
1,2019,6,2019-06,Sex-Related Crimes,6,0.10798300347525298
1,2019,6,2019-06,Violent Crimes,97,1.7457252228499234
1,2019,7,2019-07,Drug-Related Crimes,16,0.287954675934008
1,2019,7,2019-07,Financial Crimes,20,0.35994334491750996
1,2019,7,2019-07,Other Crimes,11,0.19796883970463047
1,2019,7,2019-07,Property Crimes,234,4.211337135534866
1,2019,7,2019-07,Public Order Crimes,10,0.17997167245875498
1,2019,7,2019-07,Sex-Related Crimes,4,0.071988668983502
1,2019,7,2019-07,Violent Crimes,93,1.673736553866421
1,2019,8,2019-08,Drug-Related Crimes,9,0.16197450521287948
1,2019,8,2019-08,Financial Crimes,31,0.5579121846221404
1,2019,8,2019-08,Other Crimes,14,0.251960341442257
1,2019,8,2019-08,Property Crimes,232,4.175342801043116
1,2019,8,2019-08,Public Order Crimes,5,0.08998583622937749
1,2019,8,2019-08,Sex-Related Crimes,7,0.1259801707211285
1,2019,8,2019-08,Violent Crimes,105,1.8897025608169273
1,2019,9,2019-09,Drug-Related Crimes,12,0.21596600695050597
1,2019,9,2019-09,Financial Crimes,26,0.467926348392763
1,2019,9,2019-09,Other Crimes,21,0.3779405121633855
1,2019,9,2019-09,Property Crimes,217,3.9053852923549837
1,2019,9,2019-09,Public Order Crimes,3,0.0539915017376265
1,2019,9,2019-09,Sex-Related Crimes,9,0.16197450521287948
1,2019,9,2019-09,Violent Crimes,92,1.6557393866205459
1,2019,10,2019-10,Drug-Related Crimes,13,0.2339631741963815
1,2019,10,2019-10,Financial Crimes,29,0.5219178501303895
1,2019,10,2019-10,Other Crimes,18,0.32394901042575897
1,2019,10,2019-10,Property Crimes,169,3.0415212645529595
1,2019,10,2019-10,Public Order Crimes,8,0.143977337967004
1,2019,10,2019-10,Sex-Related Crimes,5,0.08998583622937749
1,2019,10,2019-10,Violent Crimes,107,1.9256968953086784
1,2019,11,2019-11,Drug-Related Crimes,8,0.143977337967004
1,2019,11,2019-11,Financial Crimes,28,0.503920682884514
1,2019,11,2019-11,Other Crimes,20,0.35994334491750996
1,2019,11,2019-11,Property Crimes,132,2.375626076455566
1,2019,11,2019-11,Public Order Crimes,4,0.071988668983502
1,2019,11,2019-11,Sex-Related Crimes,9,0.16197450521287948
1,2019,11,2019-11,Violent Crimes,100,1.79971672458755
1,2019,12,2019-12,Drug-Related Crimes,6,0.10798300347525298
1,2019,12,2019-12,Financial Crimes,33,0.5939065191138915
1,2019,12,2019-12,Other Crimes,21,0.3779405121633855
1,2019,12,2019-12,Property Crimes,188,3.383467442224594
1,2019,12,2019-12,Public Order Crimes,2,0.035994334491751
1,2019,12,2019-12,Sex-Related Crimes,8,0.143977337967004
1,2019,12,2019-12,Violent Crimes,99,1.7817195573416744
1,2020,1,2020-01,Drug-Related Crimes,8,0.14381246854102253
1,2020,1,2020-01,Financial Crimes,30,0.5392967570288344
1,2020,1,2020-01,Other Crimes,31,0.5572733155964622
1,2020,1,2020-01,Property Crimes,165,2.9661321636585893
1,2020,1,2020-01,Public Order Crimes,4,0.07190623427051127
1,2020,1,2020-01,Sex-Related Crimes,11,0.19774214424390596
1,2020,1,2020-01,Violent Crimes,75,1.348241892572086
1,2020,2,2020-02,Drug-Related Crimes,11,0.19774214424390596
1,2020,2,2020-02,Financial Crimes,36,0.6471561084346014
1,2020,2,2020-02,Other Crimes,21,0.3775077299201841
1,2020,2,2020-02,Property Crimes,137,2.4627885237650102
1,2020,2,2020-02,Public Order Crimes,5,0.08988279283813908
1,2020,2,2020-02,Sex-Related Crimes,8,0.14381246854102253
1,2020,2,2020-02,Violent Crimes,76,1.366218451139714
1,2020,3,2020-03,Drug-Related Crimes,11,0.19774214424390596
1,2020,3,2020-03,Financial Crimes,24,0.43143740562306754
1,2020,3,2020-03,Other Crimes,10,0.17976558567627815
1,2020,3,2020-03,Property Crimes,112,2.013374559574315
1,2020,3,2020-03,Public Order Crimes,2,0.03595311713525563
1,2020,3,2020-03,Sex-Related Crimes,7,0.12583590997339472
1,2020,3,2020-03,Violent Crimes,89,1.5999137125188754
